"Date","Storage(acre-feet)"
2000-10-20,268016
2000-10-21,267131
2000-10-22,266600
2000-10-23,NA
2000-10-24,NA
2000-10-25,NA
2000-10-26,NA
2000-10-27,262030
2000-10-28,261855
2000-10-29,261156
2000-10-30,260455
2000-10-31,NA
2000-11-01,258530
2000-11-02,NA
2000-11-03,NA
2000-11-04,NA
2000-11-05,NA
2000-11-06,NA
2000-11-07,NA
2000-11-08,NA
2000-11-09,NA
2000-11-10,NA
2000-11-11,NA
2000-11-12,NA
2000-11-13,248816
2000-11-14,NA
2000-11-15,247258
2000-11-16,246000
2000-11-17,245378
2000-11-18,244523
2000-11-19,243668
2000-11-20,243668
2000-11-21,242300
2000-11-22,NA
2000-11-23,NA
2000-11-24,NA
2000-11-25,NA
2000-11-26,NA
2000-11-27,236534
2000-11-28,NA
2000-11-29,NA
2000-11-30,NA
2000-12-01,233504
2000-12-02,233000
2000-12-03,233168
2000-12-04,232664
2000-12-05,231492
2000-12-06,231158
2000-12-07,230490
2000-12-08,229822
2000-12-09,229486
2000-12-10,229321
2000-12-11,228322
2000-12-12,227329
2000-12-13,226496
2000-12-14,225666
2000-12-15,224840
2000-12-16,224180
2000-12-17,223850
2000-12-18,228620
2000-12-19,221872
2000-12-20,221544
2000-12-21,NA
2000-12-22,NA
2000-12-23,NA
2000-12-24,NA
2000-12-25,NA
2000-12-26,NA
2000-12-27,217127
2000-12-28,216475
2000-12-29,NA
2000-12-30,NA
2000-12-31,NA
2001-01-01,215174
2001-01-02,214040
2001-01-03,213392
2001-01-04,212420
2001-01-05,212420
2001-01-06,211937
2001-01-07,211454
2001-01-08,210971
2001-01-09,210488
2001-01-10,210166
2001-01-11,209844
2001-01-12,209200
2001-01-13,208880
2001-01-14,208400
2001-01-15,206240
2001-01-16,206240
2001-01-17,208400
2001-01-18,208560
2001-01-19,208580
2001-01-20,208080
2001-01-21,208240
2001-01-22,208080
2001-01-23,207440
2001-01-24,206640
2001-01-25,206000
2001-01-26,205052
2001-01-27,204736
2001-01-28,203946
2001-01-29,203946
2001-01-30,202998
2001-01-31,202050
2001-02-01,201260
2001-02-02,199048
2001-02-03,198100
2001-02-04,197310
2001-02-05,196678
2001-02-06,195888
2001-02-07,195098
2001-02-08,193992
2001-02-09,193202
2001-02-10,193044
2001-02-11,191464
2001-02-12,190832
2001-02-13,189744
2001-02-14,189744
2001-02-15,188832
2001-02-16,187920
2001-02-17,186856
2001-02-18,185944
2001-02-19,185184
2001-02-20,184424
2001-02-21,183664
2001-02-22,182904
2001-02-23,182296
2001-02-24,181384
2001-02-25,180776
2001-02-26,180016
2001-02-27,179256
