Date,None,D0,D1,D2,D3,D4
1/4/2000,100,0,0,0,0,0
1/11/2000,0,100,0,0,0,0
1/18/2000,0,100,0,0,0,0
1/25/2000,100,0,0,0,0,0
2/1/2000,100,0,0,0,0,0
2/8/2000,100,0,0,0,0,0
2/15/2000,100,0,0,0,0,0
2/22/2000,100,0,0,0,0,0
2/29/2000,100,0,0,0,0,0
3/7/2000,100,0,0,0,0,0
3/14/2000,100,0,0,0,0,0
3/21/2000,100,0,0,0,0,0
3/28/2000,100,0,0,0,0,0
4/4/2000,100,0,0,0,0,0
4/11/2000,100,0,0,0,0,0
4/18/2000,100,0,0,0,0,0
4/25/2000,100,0,0,0,0,0
5/2/2000,100,0,0,0,0,0
5/9/2000,100,0,0,0,0,0
5/16/2000,100,0,0,0,0,0
5/23/2000,100,0,0,0,0,0
5/30/2000,100,0,0,0,0,0
6/6/2000,100,0,0,0,0,0
6/13/2000,100,0,0,0,0,0
6/20/2000,100,0,0,0,0,0
6/27/2000,100,0,0,0,0,0
7/4/2000,100,0,0,0,0,0
7/11/2000,100,0,0,0,0,0
7/18/2000,100,0,0,0,0,0
7/25/2000,100,0,0,0,0,0
8/1/2000,100,0,0,0,0,0
8/8/2000,100,0,0,0,0,0
8/15/2000,100,0,0,0,0,0
8/22/2000,100,0,0,0,0,0
8/29/2000,100,0,0,0,0,0
9/5/2000,100,0,0,0,0,0
9/12/2000,100,0,0,0,0,0
9/19/2000,100,0,0,0,0,0
9/26/2000,100,0,0,0,0,0
10/3/2000,100,0,0,0,0,0
10/10/2000,100,0,0,0,0,0
10/17/2000,100,0,0,0,0,0
10/24/2000,100,0,0,0,0,0
10/31/2000,100,0,0,0,0,0
11/7/2000,100,0,0,0,0,0
11/14/2000,100,0,0,0,0,0
11/21/2000,100,0,0,0,0,0
11/28/2000,100,0,0,0,0,0
12/5/2000,100,0,0,0,0,0
12/12/2000,100,0,0,0,0,0
12/19/2000,100,0,0,0,0,0
12/26/2000,100,0,0,0,0,0
1/2/2001,100,0,0,0,0,0
1/9/2001,0,100,0,0,0,0
1/16/2001,33.2,66.8,0,0,0,0
1/23/2001,10.57,89.43,0,0,0,0
1/30/2001,11.57,88.43,0,0,0,0
2/6/2001,0,100,0,0,0,0
2/13/2001,0,100,0,0,0,0
2/20/2001,0,100,0,0,0,0
2/27/2001,0,100,0,0,0,0
3/6/2001,0,100,0,0,0,0
3/13/2001,0,100,0,0,0,0
3/20/2001,0,100,0,0,0,0
3/27/2001,0,100,0,0,0,0
4/3/2001,0,100,66.48,0,0,0
4/10/2001,0,100,56.94,0,0,0
4/17/2001,0,100,75.17,0,0,0
4/24/2001,0,100,75.17,0,0,0
5/1/2001,0,100,75.17,0,0,0
5/8/2001,0,100,75.17,0,0,0
5/15/2001,0,100,79.25,0,0,0
5/22/2001,0,100,79.25,0,0,0
5/29/2001,0,100,79.25,0,0,0
6/5/2001,0,100,79.25,27.37,0,0
6/12/2001,0,100,99.96,67.6,0,0
6/19/2001,0,100,100,61.58,0,0
6/26/2001,0,100,100,76.15,0,0
7/3/2001,0,100,100,75.69,18.28,0
7/10/2001,0,100,100,76.24,55.01,0
7/17/2001,0,100,100,99.41,55.01,0
7/24/2001,0,100,100,99.41,55.01,0
7/31/2001,0,100,100,99.41,55.01,0
8/7/2001,0,100,100,99.41,55.01,0
8/14/2001,0,100,100,99.41,59.5,0
8/21/2001,0,100,100,100,98.94,0
8/28/2001,0,100,100,100,100,0
9/4/2001,0,100,100,100,100,0
9/11/2001,0,100,100,100,100,0
9/18/2001,0,100,100,100,100,0
9/25/2001,0,100,100,100,100,0
10/2/2001,0,100,100,100,100,0
10/9/2001,0,100,100,100,100,0
10/16/2001,0,100,100,100,100,0
10/23/2001,0,100,100,100,100,0
10/30/2001,0,100,100,100,100,0
11/6/2001,0,100,100,100,100,0
11/13/2001,0,100,100,100,100,0
11/20/2001,0,100,100,100,100,0
11/27/2001,0,100,100,100,100,0
12/4/2001,0,100,100,100,59.64,0
12/11/2001,0,100,100,100,44.15,0
12/18/2001,0,100,100,100,16.13,0
12/25/2001,0,100,100,67.79,0,0
1/1/2002,0,100,69.91,33.7,0,0
1/8/2002,92.69,7.31,0,0,0,0
1/15/2002,87.98,12.02,0,0,0,0
1/22/2002,97.11,2.89,0,0,0,0
1/29/2002,91.86,8.14,0,0,0,0
2/5/2002,99.64,0.36,0,0,0,0
2/12/2002,92.24,7.76,0,0,0,0
2/19/2002,97.78,2.22,0,0,0,0
2/26/2002,98.32,1.68,0,0,0,0
3/5/2002,96.94,3.06,0,0,0,0
3/12/2002,100,0,0,0,0,0
3/19/2002,100,0,0,0,0,0
3/26/2002,100,0,0,0,0,0
4/2/2002,100,0,0,0,0,0
4/9/2002,100,0,0,0,0,0
4/16/2002,100,0,0,0,0,0
4/23/2002,100,0,0,0,0,0
4/30/2002,100,0,0,0,0,0
5/7/2002,100,0,0,0,0,0
5/14/2002,100,0,0,0,0,0
5/21/2002,100,0,0,0,0,0
5/28/2002,20.95,79.05,0,0,0,0
6/4/2002,11.31,88.69,0,0,0,0
6/11/2002,8.61,91.39,0,0,0,0
6/18/2002,8.18,91.82,0.1,0,0,0
6/25/2002,0,100,26.48,0,0,0
7/2/2002,0,100,34.34,0,0,0
7/9/2002,0,100,29.89,0,0,0
7/16/2002,0,100,10.14,0,0,0
7/23/2002,0,100,20.33,0,0,0
7/30/2002,0,100,14.85,0,0,0
8/6/2002,0,100,24.78,0,0,0
8/13/2002,0,100,27.97,0,0,0
8/20/2002,0,100,26.01,0,0,0
8/27/2002,0,100,24.8,0,0,0
9/3/2002,0,100,25.63,0,0,0
9/10/2002,0,100,14.64,0,0,0
9/17/2002,0,100,25.79,0,0,0
9/24/2002,0,100,24.64,0,0,0
10/1/2002,0,100,0,0,0,0
10/8/2002,0,100,7.9,0,0,0
10/15/2002,0,100,3.94,0,0,0
10/22/2002,0,100,12.49,0,0,0
10/29/2002,0,100,12.1,0,0,0
11/5/2002,0,100,100,0,0,0
11/12/2002,0,100,0,0,0,0
11/19/2002,0,100,0,0,0,0
11/26/2002,0,100,0,0,0,0
12/3/2002,0,100,0,0,0,0
12/10/2002,0,100,100,0,0,0
12/17/2002,99.99,0.01,0,0,0,0
12/24/2002,87.35,12.65,0,0,0,0
12/31/2002,99.68,0.32,0,0,0,0
1/7/2003,95.88,4.12,0,0,0,0
1/14/2003,100,0,0,0,0,0
1/21/2003,100,0,0,0,0,0
1/28/2003,100,0,0,0,0,0
2/4/2003,91.37,8.63,0,0,0,0
2/11/2003,49.08,50.92,14.65,0,0,0
2/18/2003,50.95,49.05,14.01,0,0,0
2/25/2003,47.83,52.17,15.75,0,0,0
3/4/2003,44,56,20.56,0,0,0
3/11/2003,32.98,67.02,16.97,0,0,0
3/18/2003,35.45,64.55,13.42,0,0,0
3/25/2003,36.78,63.22,11.89,0,0,0
4/1/2003,46.98,53.02,9.46,0,0,0
4/8/2003,48.53,51.47,13.24,0,0,0
4/15/2003,49.97,50.03,4.99,0,0,0
4/22/2003,42.19,57.81,21.54,0,0,0
4/29/2003,37.91,62.09,14.03,0,0,0
5/6/2003,39.11,60.89,14.08,0,0,0
5/13/2003,50.7,49.3,0,0,0,0
5/20/2003,47.48,52.52,0,0,0,0
5/27/2003,56.93,43.07,0,0,0,0
6/3/2003,48.32,51.68,1.56,0,0,0
6/10/2003,47.52,52.48,0,0,0,0
6/17/2003,47.9,52.1,0,0,0,0
6/24/2003,70.22,29.78,0.01,0,0,0
7/1/2003,58.59,41.41,0,0,0,0
7/8/2003,55.31,44.69,0,0,0,0
7/15/2003,50.63,49.37,0,0,0,0
