Date,None,D0,D1,D2,D3,D4
1/4/2000,55.34,44.66,0,0,0,0
1/11/2000,0,100,0,0,0,0
1/18/2000,0,100,0,0,0,0
1/25/2000,0,100,0,0,0,0
2/1/2000,0,100,0,0,0,0
2/8/2000,0,100,0,0,0,0
2/15/2000,0,100,0,0,0,0
2/22/2000,0,100,0,0,0,0
2/29/2000,10.32,89.68,0,0,0,0
3/7/2000,28.33,71.67,0,0,0,0
3/14/2000,91.68,8.32,0,0,0,0
3/21/2000,91.68,8.32,0,0,0,0
3/28/2000,89.75,10.25,0,0,0,0
4/4/2000,85.67,14.33,0,0,0,0
4/11/2000,85.67,14.33,0,0,0,0
4/18/2000,74.76,25.24,0,0,0,0
4/25/2000,100,0,0,0,0,0
5/2/2000,100,0,0,0,0,0
5/9/2000,100,0,0,0,0,0
5/16/2000,100,0,0,0,0,0
5/23/2000,100,0,0,0,0,0
5/30/2000,100,0,0,0,0,0
6/6/2000,100,0,0,0,0,0
6/13/2000,100,0,0,0,0,0
6/20/2000,100,0,0,0,0,0
6/27/2000,100,0,0,0,0,0
7/4/2000,100,0,0,0,0,0
7/11/2000,100,0,0,0,0,0
7/18/2000,100,0,0,0,0,0
7/25/2000,100,0,0,0,0,0
8/1/2000,100,0,0,0,0,0
8/8/2000,86.23,13.77,0,0,0,0
8/15/2000,27.47,72.53,4.27,0,0,0
8/22/2000,27.47,72.53,8.87,0,0,0
8/29/2000,37.75,62.25,0,0,0,0
9/5/2000,37.28,62.72,0,0,0,0
9/12/2000,37.28,62.72,0,0,0,0
9/19/2000,37.27,62.73,0,0,0,0
9/26/2000,37.27,62.73,0,0,0,0
10/3/2000,37.28,62.72,0,0,0,0
10/10/2000,37.27,62.73,0,0,0,0
10/17/2000,27.41,72.59,0,0,0,0
10/24/2000,43.68,56.32,0,0,0,0
10/31/2000,100,0,0,0,0,0
11/7/2000,100,0,0,0,0,0
11/14/2000,100,0,0,0,0,0
11/21/2000,100,0,0,0,0,0
11/28/2000,100,0,0,0,0,0
12/5/2000,100,0,0,0,0,0
12/12/2000,100,0,0,0,0,0
12/19/2000,100,0,0,0,0,0
12/26/2000,100,0,0,0,0,0
1/2/2001,63.74,36.26,0,0,0,0
1/9/2001,66.68,33.32,0,0,0,0
1/16/2001,100,0,0,0,0,0
1/23/2001,100,0,0,0,0,0
1/30/2001,100,0,0,0,0,0
2/6/2001,100,0,0,0,0,0
2/13/2001,100,0,0,0,0,0
2/20/2001,100,0,0,0,0,0
2/27/2001,100,0,0,0,0,0
3/6/2001,100,0,0,0,0,0
3/13/2001,100,0,0,0,0,0
3/20/2001,100,0,0,0,0,0
3/27/2001,100,0,0,0,0,0
4/3/2001,100,0,0,0,0,0
4/10/2001,100,0,0,0,0,0
4/17/2001,100,0,0,0,0,0
4/24/2001,100,0,0,0,0,0
5/1/2001,100,0,0,0,0,0
5/8/2001,100,0,0,0,0,0
5/15/2001,100,0,0,0,0,0
5/22/2001,100,0,0,0,0,0
5/29/2001,100,0,0,0,0,0
6/5/2001,100,0,0,0,0,0
6/12/2001,100,0,0,0,0,0
6/19/2001,100,0,0,0,0,0
6/26/2001,100,0,0,0,0,0
7/3/2001,100,0,0,0,0,0
7/10/2001,100,0,0,0,0,0
7/17/2001,100,0,0,0,0,0
7/24/2001,100,0,0,0,0,0
7/31/2001,100,0,0,0,0,0
8/7/2001,100,0,0,0,0,0
8/14/2001,100,0,0,0,0,0
8/21/2001,100,0,0,0,0,0
8/28/2001,100,0,0,0,0,0
9/4/2001,100,0,0,0,0,0
9/11/2001,100,0,0,0,0,0
9/18/2001,100,0,0,0,0,0
9/25/2001,100,0,0,0,0,0
10/2/2001,100,0,0,0,0,0
10/9/2001,100,0,0,0,0,0
10/16/2001,100,0,0,0,0,0
10/23/2001,100,0,0,0,0,0
10/30/2001,100,0,0,0,0,0
11/6/2001,100,0,0,0,0,0
11/13/2001,100,0,0,0,0,0
11/20/2001,100,0,0,0,0,0
11/27/2001,100,0,0,0,0,0
12/4/2001,100,0,0,0,0,0
12/11/2001,100,0,0,0,0,0
12/18/2001,100,0,0,0,0,0
12/25/2001,100,0,0,0,0,0
1/1/2002,100,0,0,0,0,0
1/8/2002,100,0,0,0,0,0
1/15/2002,100,0,0,0,0,0
1/22/2002,78.28,21.72,0,0,0,0
1/29/2002,79.03,20.97,0,0,0,0
2/5/2002,31.19,68.81,0,0,0,0
2/12/2002,0,100,0,0,0,0
2/19/2002,0,100,0,0,0,0
2/26/2002,0,100,0,0,0,0
3/5/2002,0,100,0,0,0,0
3/12/2002,0,100,38.49,0,0,0
3/19/2002,0,100,41.16,0,0,0
3/26/2002,0,100,47.39,0,0,0
4/2/2002,0,100,79.54,9.19,0,0
4/9/2002,0,100,100,49.85,0,0
4/16/2002,0,100,100,97.58,0,0
4/23/2002,0,100,100,97.23,0,0
4/30/2002,0,100,100,80.64,0,0
5/7/2002,0,100,100,80.08,0,0
5/14/2002,0,100,100,80.45,0,0
5/21/2002,0,100,100,78.61,0,0
5/28/2002,0,100,100,88.59,0.16,0
6/4/2002,0,100,100,87.41,0.24,0
6/11/2002,0,100,100,88.18,0.29,0
6/18/2002,0,100,100,100,8.18,0
6/25/2002,0,100,100,100,33.79,0
7/2/2002,0,100,100,100,37.57,0
7/9/2002,0,100,100,100,56.34,0
7/16/2002,0,100,100,100,93.2,0
7/23/2002,0,100,100,100,95.95,0
7/30/2002,0,100,100,100,98.78,0
8/6/2002,0,100,100,100,98.62,0
8/13/2002,0,100,100,100,98.49,0
8/20/2002,0,100,100,100,80.12,0
8/27/2002,0,100,100,100,81.54,0
9/3/2002,0,100,100,100,77.57,0
9/10/2002,0,100,100,100,80.73,0
9/17/2002,0,100,100,100,82.47,0
9/24/2002,0,100,100,100,82.56,0
10/1/2002,0,100,100,100,83.81,0
10/8/2002,0,100,100,100,84.26,0
