Date,None,D0,D1,D2,D3,D4
1/4/2000,100,0,0,0,0,0
1/11/2000,99.67,0.33,0,0,0,0
1/18/2000,100,0,0,0,0,0
1/25/2000,100,0,0,0,0,0
2/1/2000,100,0,0,0,0,0
2/8/2000,100,0,0,0,0,0
2/15/2000,100,0,0,0,0,0
2/22/2000,100,0,0,0,0,0
2/29/2000,100,0,0,0,0,0
3/7/2000,100,0,0,0,0,0
3/14/2000,100,0,0,0,0,0
3/21/2000,100,0,0,0,0,0
3/28/2000,100,0,0,0,0,0
4/4/2000,100,0,0,0,0,0
4/11/2000,100,0,0,0,0,0
4/18/2000,100,0,0,0,0,0
4/25/2000,100,0,0,0,0,0
5/2/2000,100,0,0,0,0,0
5/9/2000,100,0,0,0,0,0
5/16/2000,100,0,0,0,0,0
5/23/2000,100,0,0,0,0,0
5/30/2000,100,0,0,0,0,0
6/6/2000,100,0,0,0,0,0
6/13/2000,100,0,0,0,0,0
6/20/2000,100,0,0,0,0,0
6/27/2000,100,0,0,0,0,0
7/4/2000,100,0,0,0,0,0
7/11/2000,100,0,0,0,0,0
7/18/2000,100,0,0,0,0,0
7/25/2000,100,0,0,0,0,0
8/1/2000,100,0,0,0,0,0
8/8/2000,100,0,0,0,0,0
8/15/2000,100,0,0,0,0,0
8/22/2000,100,0,0,0,0,0
8/29/2000,100,0,0,0,0,0
9/5/2000,100,0,0,0,0,0
9/12/2000,100,0,0,0,0,0
9/19/2000,100,0,0,0,0,0
9/26/2000,100,0,0,0,0,0
10/3/2000,100,0,0,0,0,0
10/10/2000,100,0,0,0,0,0
10/17/2000,100,0,0,0,0,0
10/24/2000,100,0,0,0,0,0
10/31/2000,100,0,0,0,0,0
11/7/2000,100,0,0,0,0,0
11/14/2000,100,0,0,0,0,0
11/21/2000,100,0,0,0,0,0
11/28/2000,100,0,0,0,0,0
12/5/2000,100,0,0,0,0,0
12/12/2000,100,0,0,0,0,0
12/19/2000,100,0,0,0,0,0
12/26/2000,100,0,0,0,0,0
1/2/2001,100,0,0,0,0,0
1/9/2001,100,0,0,0,0,0
1/16/2001,100,0,0,0,0,0
1/23/2001,91.09,8.91,0,0,0,0
1/30/2001,100,0,0,0,0,0
2/6/2001,12.8,87.2,0,0,0,0
2/13/2001,1.21,98.79,0,0,0,0
2/20/2001,35.64,64.36,0,0,0,0
2/27/2001,100,0,0,0,0,0
3/6/2001,100,0,0,0,0,0
3/13/2001,100,0,0,0,0,0
3/20/2001,100,0,0,0,0,0
3/27/2001,100,0,0,0,0,0
4/3/2001,100,0,0,0,0,0
4/10/2001,100,0,0,0,0,0
4/17/2001,5.57,94.43,0,0,0,0
4/24/2001,5.58,94.42,0,0,0,0
5/1/2001,5.58,94.42,0,0,0,0
5/8/2001,5.58,94.42,0,0,0,0
5/15/2001,5.58,94.42,0,0,0,0
5/22/2001,5.58,94.42,0,0,0,0
5/29/2001,5.58,94.42,0,0,0,0
6/5/2001,0,100,0,0,0,0
6/12/2001,0,100,26.99,0,0,0
6/19/2001,0,100,32.64,0,0,0
6/26/2001,0,100,28.23,0,0,0
7/3/2001,0,100,28.23,0,0,0
7/10/2001,0,100,28.23,0,0,0
7/17/2001,0,100,28.51,0,0,0
7/24/2001,0,100,28.51,0,0,0
7/31/2001,0,100,28.51,0,0,0
8/7/2001,0,100,28.51,0,0,0
8/14/2001,0,100,28.51,0,0,0
8/21/2001,0,100,68.99,0,0,0
8/28/2001,0,100,70.86,0,0,0
9/4/2001,0,100,70.86,0,0,0
9/11/2001,0,100,100,48.3,0,0
9/18/2001,0,100,100,48.3,0,0
9/25/2001,0,100,100,48.3,0,0
10/2/2001,0,100,100,47.58,0,0
10/9/2001,0,100,100,48.3,0,0
10/16/2001,0,100,100,48.3,0,0
10/23/2001,0,100,100,48.3,0,0
10/30/2001,0,100,100,40.95,0,0
11/6/2001,0,100,100,40.95,0,0
11/13/2001,0,100,100,40.95,0,0
11/20/2001,0,100,100,0.02,0,0
11/27/2001,0,100,99.98,0.03,0,0
12/4/2001,3.58,96.42,0.03,0,0,0
12/11/2001,29.48,70.52,0,0,0,0
12/18/2001,66.12,33.88,0,0,0,0
12/25/2001,100,0,0,0,0,0
1/1/2002,100,0,0,0,0,0
1/8/2002,100,0,0,0,0,0
1/15/2002,100,0,0,0,0,0
1/22/2002,100,0,0,0,0,0
1/29/2002,100,0,0,0,0,0
2/5/2002,100,0,0,0,0,0
2/12/2002,100,0,0,0,0,0
2/19/2002,100,0,0,0,0,0
2/26/2002,100,0,0,0,0,0
3/5/2002,100,0,0,0,0,0
3/12/2002,100,0,0,0,0,0
3/19/2002,100,0,0,0,0,0
3/26/2002,100,0,0,0,0,0
4/2/2002,100,0,0,0,0,0
4/9/2002,100,0,0,0,0,0
4/16/2002,100,0,0,0,0,0
4/23/2002,100,0,0,0,0,0
4/30/2002,100,0,0,0,0,0
5/7/2002,100,0,0,0,0,0
5/14/2002,100,0,0,0,0,0
5/21/2002,100,0,0,0,0,0
5/28/2002,49.03,50.97,0,0,0,0
6/4/2002,55.22,44.78,0,0,0,0
6/11/2002,51.47,48.53,0,0,0,0
6/18/2002,52.83,47.17,0,0,0,0
6/25/2002,56.31,43.69,0,0,0,0
7/2/2002,57.54,42.46,0,0,0,0
7/9/2002,52.39,47.61,0,0,0,0
7/16/2002,59.85,40.15,0,0,0,0
7/23/2002,54.55,45.45,0,0,0,0
7/30/2002,50.8,49.2,0,0,0,0
8/6/2002,51.15,48.85,0,0,0,0
8/13/2002,46.13,53.87,0,0,0,0
8/20/2002,47.46,52.54,0,0,0,0
8/27/2002,42.31,57.69,0,0,0,0
9/3/2002,46.98,53.02,0,0,0,0
9/10/2002,52.15,47.85,0,0,0,0
9/17/2002,61.42,38.58,0,0,0,0
9/24/2002,58.03,41.97,0,0,0,0
10/1/2002,63.6,36.4,0,0,0,0
10/8/2002,0,100,64.62,0,0,0
10/15/2002,0,100,62.44,0,0,0
10/22/2002,0,100,97.98,0,0,0
10/29/2002,0,100,98.33,0,0,0
11/5/2002,0,100,80.17,0,0,0
11/12/2002,46.68,53.32,0,0,0,0
11/19/2002,48.51,51.49,0,0,0,0
11/26/2002,48.7,51.3,0,0,0,0
12/3/2002,52.77,47.23,0,0,0,0
12/10/2002,0,100,0,0,0,0
12/17/2002,100,0,0,0,0,0
12/24/2002,100,0,0,0,0,0
12/31/2002,100,0,0,0,0,0
1/7/2003,100,0,0,0,0,0
1/14/2003,100,0,0,0,0,0
1/21/2003,100,0,0,0,0,0
1/28/2003,100,0,0,0,0,0
2/4/2003,100,0,0,0,0,0
2/11/2003,100,0,0,0,0,0
2/18/2003,100,0,0,0,0,0
2/25/2003,100,0,0,0,0,0
3/4/2003,100,0,0,0,0,0
3/11/2003,100,0,0,0,0,0
3/18/2003,100,0,0,0,0,0
3/25/2003,100,0,0,0,0,0
4/1/2003,100,0,0,0,0,0
4/8/2003,100,0,0,0,0,0
4/15/2003,100,0,0,0,0,0
4/22/2003,100,0,0,0,0,0
4/29/2003,100,0,0,0,0,0
5/6/2003,100,0,0,0,0,0
5/13/2003,100,0,0,0,0,0
5/20/2003,100,0,0,0,0,0
5/27/2003,100,0,0,0,0,0
6/3/2003,100,0,0,0,0,0
6/10/2003,100,0,0,0,0,0
6/17/2003,100,0,0,0,0,0
6/24/2003,100,0,0,0,0,0
7/1/2003,100,0,0,0,0,0
7/8/2003,100,0,0,0,0,0
7/15/2003,100,0,0,0,0,0
7/22/2003,100,0,0,0,0,0
7/29/2003,100,0,0,0,0,0
8/5/2003,100,0,0,0,0,0
8/12/2003,100,0,0,0,0,0
8/19/2003,100,0,0,0,0,0
8/26/2003,100,0,0,0,0,0
9/2/2003,100,0,0,0,0,0
9/9/2003,100,0,0,0,0,0
9/16/2003,100,0,0,0,0,0
9/23/2003,100,0,0,0,0,0
9/30/2003,100,0,0,0,0,0
10/7/2003,100,0,0,0,0,0
10/14/2003,100,0,0,0,0,0
10/21/2003,100,0,0,0,0,0
10/28/2003,81.07,18.93,0,0,0,0
11/4/2003,100,0,0,0,0,0
11/11/2003,100,0,0,0,0,0
11/18/2003,100,0,0,0,0,0
11/25/2003,100,0,0,0,0,0
12/2/2003,100,0,0,0,0,0
12/9/2003,100,0,0,0,0,0
12/16/2003,100,0,0,0,0,0
12/23/2003,100,0,0,0,0,0
12/30/2003,100,0,0,0,0,0
1/6/2004,100,0,0,0,0,0
1/13/2004,100,0,0,0,0,0
1/20/2004,100,0,0,0,0,0
1/27/2004,100,0,0,0,0,0
2/3/2004,100,0,0,0,0,0
2/10/2004,100,0,0,0,0,0
2/17/2004,100,0,0,0,0,0
2/24/2004,100,0,0,0,0,0
3/2/2004,100,0,0,0,0,0
3/9/2004,100,0,0,0,0,0
3/16/2004,100,0,0,0,0,0
3/23/2004,100,0,0,0,0,0
3/30/2004,100,0,0,0,0,0
4/6/2004,100,0,0,0,0,0
4/13/2004,100,0,0,0,0,0
4/20/2004,100,0,0,0,0,0
4/27/2004,100,0,0,0,0,0
5/4/2004,100,0,0,0,0,0
5/11/2004,100,0,0,0,0,0
5/18/2004,100,0,0,0,0,0
5/25/2004,100,0,0,0,0,0
6/1/2004,100,0,0,0,0,0
6/8/2004,100,0,0,0,0,0
6/15/2004,100,0,0,0,0,0
6/22/2004,100,0,0,0,0,0
6/29/2004,100,0,0,0,0,0
7/6/2004,100,0,0,0,0,0
7/13/2004,100,0,0,0,0,0
7/20/2004,100,0,0,0,0,0
7/27/2004,100,0,0,0,0,0
8/3/2004,100,0,0,0,0,0
8/10/2004,96.44,3.56,0,0,0,0
8/17/2004,96.44,3.56,0,0,0,0
8/24/2004,96.44,3.56,0,0,0,0
8/31/2004,4.3,95.7,0,0,0,0
9/7/2004,5.1,94.9,0,0,0,0
9/14/2004,7.91,92.09,0,0,0,0
9/21/2004,6.77,93.23,0,0,0,0
9/28/2004,8.7,91.3,0,0,0,0
10/5/2004,8.7,91.3,0,0,0,0
10/12/2004,8.7,91.3,0,0,0,0
10/19/2004,100,0,0,0,0,0
10/26/2004,100,0,0,0,0,0
11/2/2004,100,0,0,0,0,0
11/9/2004,100,0,0,0,0,0
11/16/2004,100,0,0,0,0,0
11/23/2004,100,0,0,0,0,0
11/30/2004,100,0,0,0,0,0
12/7/2004,100,0,0,0,0,0
12/14/2004,100,0,0,0,0,0
12/21/2004,100,0,0,0,0,0
12/28/2004,100,0,0,0,0,0
1/4/2005,100,0,0,0,0,0
1/11/2005,100,0,0,0,0,0
1/18/2005,100,0,0,0,0,0
1/25/2005,100,0,0,0,0,0
2/1/2005,100,0,0,0,0,0
2/8/2005,100,0,0,0,0,0
2/15/2005,100,0,0,0,0,0
2/22/2005,100,0,0,0,0,0
3/1/2005,100,0,0,0,0,0
3/8/2005,100,0,0,0,0,0
3/15/2005,100,0,0,0,0,0
3/22/2005,100,0,0,0,0,0
3/29/2005,100,0,0,0,0,0
4/5/2005,100,0,0,0,0,0
4/12/2005,100,0,0,0,0,0
4/19/2005,100,0,0,0,0,0
4/26/2005,100,0,0,0,0,0
5/3/2005,100,0,0,0,0,0
5/10/2005,100,0,0,0,0,0
5/17/2005,100,0,0,0,0,0
5/24/2005,100,0,0,0,0,0
5/31/2005,100,0,0,0,0,0
6/7/2005,100,0,0,0,0,0
6/14/2005,100,0,0,0,0,0
6/21/2005,100,0,0,0,0,0
6/28/2005,100,0,0,0,0,0
7/5/2005,100,0,0,0,0,0
7/12/2005,100,0,0,0,0,0
7/19/2005,100,0,0,0,0,0
7/26/2005,100,0,0,0,0,0
8/2/2005,100,0,0,0,0,0
8/9/2005,100,0,0,0,0,0
8/16/2005,100,0,0,0,0,0
8/23/2005,100,0,0,0,0,0
8/30/2005,100,0,0,0,0,0
9/6/2005,100,0,0,0,0,0
9/13/2005,100,0,0,0,0,0
9/20/2005,100,0,0,0,0,0
9/27/2005,100,0,0,0,0,0
10/4/2005,100,0,0,0,0,0
10/11/2005,100,0,0,0,0,0
10/18/2005,100,0,0,0,0,0
10/25/2005,100,0,0,0,0,0
11/1/2005,100,0,0,0,0,0
11/8/2005,100,0,0,0,0,0
11/15/2005,100,0,0,0,0,0
11/22/2005,100,0,0,0,0,0
11/29/2005,100,0,0,0,0,0
12/6/2005,100,0,0,0,0,0
12/13/2005,100,0,0,0,0,0
12/20/2005,100,0,0,0,0,0
12/27/2005,100,0,0,0,0,0
1/3/2006,100,0,0,0,0,0
1/10/2006,100,0,0,0,0,0
1/17/2006,100,0,0,0,0,0
1/24/2006,100,0,0,0,0,0
1/31/2006,100,0,0,0,0,0
2/7/2006,100,0,0,0,0,0
2/14/2006,100,0,0,0,0,0
