Date,None,D0,D1,D2,D3,D4
1/4/2000,19.04,80.96,0,0,0,0
1/11/2000,0,100,0,0,0,0
1/18/2000,0,100,0,0,0,0
1/25/2000,10.04,89.96,0,0,0,0
2/1/2000,29.97,70.03,0,0,0,0
2/8/2000,48.96,51.04,0,0,0,0
2/15/2000,48.97,51.03,0,0,0,0
2/22/2000,99.92,0.08,0,0,0,0
2/29/2000,100,0,0,0,0,0
3/7/2000,100,0,0,0,0,0
3/14/2000,100,0,0,0,0,0
3/21/2000,100,0,0,0,0,0
3/28/2000,100,0,0,0,0,0
4/4/2000,100,0,0,0,0,0
4/11/2000,100,0,0,0,0,0
4/18/2000,100,0,0,0,0,0
4/25/2000,100,0,0,0,0,0
5/2/2000,100,0,0,0,0,0
5/9/2000,100,0,0,0,0,0
5/16/2000,100,0,0,0,0,0
5/23/2000,100,0,0,0,0,0
5/30/2000,100,0,0,0,0,0
6/6/2000,100,0,0,0,0,0
6/13/2000,100,0,0,0,0,0
6/20/2000,100,0,0,0,0,0
6/27/2000,100,0,0,0,0,0
7/4/2000,100,0,0,0,0,0
7/11/2000,100,0,0,0,0,0
7/18/2000,100,0,0,0,0,0
7/25/2000,65.51,34.49,0,0,0,0
8/1/2000,65.52,34.48,0,0,0,0
8/8/2000,55.47,44.53,0,0,0,0
8/15/2000,54.93,45.07,0,0,0,0
8/22/2000,54.93,45.07,0,0,0,0
8/29/2000,57.18,42.82,0,0,0,0
9/5/2000,100,0,0,0,0,0
9/12/2000,100,0,0,0,0,0
9/19/2000,100,0,0,0,0,0
9/26/2000,100,0,0,0,0,0
10/3/2000,100,0,0,0,0,0
10/10/2000,100,0,0,0,0,0
10/17/2000,100,0,0,0,0,0
10/24/2000,100,0,0,0,0,0
10/31/2000,100,0,0,0,0,0
11/7/2000,100,0,0,0,0,0
11/14/2000,100,0,0,0,0,0
11/21/2000,100,0,0,0,0,0
11/28/2000,100,0,0,0,0,0
12/5/2000,100,0,0,0,0,0
12/12/2000,100,0,0,0,0,0
12/19/2000,100,0,0,0,0,0
12/26/2000,100,0,0,0,0,0
1/2/2001,99.84,0.16,0,0,0,0
1/9/2001,0,100,0,0,0,0
1/16/2001,0.32,99.68,0,0,0,0
1/23/2001,23.56,76.44,0,0,0,0
1/30/2001,22.88,77.12,0,0,0,0
2/6/2001,22.96,77.04,0,0,0,0
2/13/2001,64.57,35.43,0,0,0,0
2/20/2001,64.55,35.45,0,0,0,0
2/27/2001,64.55,35.45,0,0,0,0
3/6/2001,64.55,35.45,0,0,0,0
3/13/2001,64.55,35.45,0,0,0,0
3/20/2001,64.56,35.44,0,0,0,0
3/27/2001,64.56,35.44,0,0,0,0
4/3/2001,1.58,98.42,0,0,0,0
4/10/2001,5.06,94.94,20.92,0,0,0
4/17/2001,5.06,94.94,20.92,0,0,0
4/24/2001,5.06,94.94,20.92,0,0,0
5/1/2001,5.06,94.94,20.92,0,0,0
5/8/2001,5.06,94.94,20.92,0,0,0
5/15/2001,3.63,96.37,80.5,0,0,0
5/22/2001,3.63,96.37,80.5,0,0,0
5/29/2001,3.63,96.37,80.5,0,0,0
6/5/2001,0,100,83.82,0,0,0
6/12/2001,0,100,88.09,0,0,0
6/19/2001,0,100,86.17,0,0,0
6/26/2001,0,100,99.18,7.6,0,0
7/3/2001,0,100,99.18,52.91,5.02,0
7/10/2001,0,100,69.15,28.18,4.22,0
