Date,None,D0,D1,D2,D3,D4
1/4/2000,97.28,2.72,0,0,0,0
1/11/2000,0,100,0,0,0,0
1/18/2000,0,100,0,0,0,0
1/25/2000,0,100,0,0,0,0
2/1/2000,0,100,0,0,0,0
2/8/2000,3.01,96.99,0,0,0,0
2/15/2000,5.61,94.39,0,0,0,0
2/22/2000,99.93,0.07,0,0,0,0
2/29/2000,100,0,0,0,0,0
3/7/2000,100,0,0,0,0,0
3/14/2000,100,0,0,0,0,0
3/21/2000,100,0,0,0,0,0
3/28/2000,100,0,0,0,0,0
4/4/2000,100,0,0,0,0,0
4/11/2000,100,0,0,0,0,0
4/18/2000,100,0,0,0,0,0
4/25/2000,100,0,0,0,0,0
5/2/2000,100,0,0,0,0,0
5/9/2000,100,0,0,0,0,0
5/16/2000,100,0,0,0,0,0
5/23/2000,100,0,0,0,0,0
5/30/2000,100,0,0,0,0,0
6/6/2000,100,0,0,0,0,0
6/13/2000,100,0,0,0,0,0
6/20/2000,100,0,0,0,0,0
6/27/2000,100,0,0,0,0,0
7/4/2000,100,0,0,0,0,0
7/11/2000,100,0,0,0,0,0
7/18/2000,100,0,0,0,0,0
7/25/2000,34.83,65.17,0,0,0,0
8/1/2000,34.83,65.17,0,0,0,0
8/8/2000,34.06,65.94,0,0,0,0
8/15/2000,12.82,87.18,0,0,0,0
8/22/2000,12.82,87.18,0,0,0,0
8/29/2000,13.91,86.09,0,0,0,0
9/5/2000,100,0,0,0,0,0
9/12/2000,100,0,0,0,0,0
9/19/2000,100,0,0,0,0,0
9/26/2000,100,0,0,0,0,0
10/3/2000,100,0,0,0,0,0
10/10/2000,100,0,0,0,0,0
10/17/2000,94.47,5.53,0,0,0,0
10/24/2000,91.67,8.33,0,0,0,0
10/31/2000,100,0,0,0,0,0
11/7/2000,100,0,0,0,0,0
11/14/2000,100,0,0,0,0,0
11/21/2000,100,0,0,0,0,0
11/28/2000,100,0,0,0,0,0
12/5/2000,100,0,0,0,0,0
12/12/2000,100,0,0,0,0,0
12/19/2000,100,0,0,0,0,0
12/26/2000,100,0,0,0,0,0
1/2/2001,99.32,0.68,0,0,0,0
1/9/2001,85.15,14.85,0,0,0,0
1/16/2001,85.15,14.85,0,0,0,0
1/23/2001,89.21,10.79,0,0,0,0
1/30/2001,89.45,10.55,0,0,0,0
2/6/2001,88.36,11.64,0,0,0,0
2/13/2001,99.53,0.47,0,0,0,0
2/20/2001,99.43,0.57,0,0,0,0
2/27/2001,99.43,0.57,0,0,0,0
3/6/2001,99.43,0.57,0,0,0,0
3/13/2001,99.43,0.57,0,0,0,0
3/20/2001,99.43,0.57,0,0,0,0
3/27/2001,99.43,0.57,0,0,0,0
4/3/2001,83.96,16.04,0,0,0,0
4/10/2001,92.31,7.69,0,0,0,0
4/17/2001,92.31,7.69,0,0,0,0
4/24/2001,92.31,7.69,0,0,0,0
5/1/2001,92.31,7.69,0,0,0,0
5/8/2001,92.31,7.69,0,0,0,0
5/15/2001,84.05,15.95,0.08,0,0,0
5/22/2001,84.05,15.95,0.08,0,0,0
5/29/2001,84.05,15.95,0.08,0,0,0
6/5/2001,73.63,26.37,0.12,0,0,0
6/12/2001,73.63,26.37,0.32,0,0,0
6/19/2001,72.19,27.81,0.03,0,0,0
6/26/2001,66.48,33.52,0.43,0,0,0
7/3/2001,0,100,0.43,0,0,0
7/10/2001,70.23,29.77,0,0,0,0
7/17/2001,74.67,25.33,0,0,0,0
7/24/2001,76.92,23.08,0,0,0,0
7/31/2001,76.92,23.08,0,0,0,0
8/7/2001,76.92,23.08,0,0,0,0
8/14/2001,76.92,23.08,0,0,0,0
8/21/2001,66.82,33.18,0,0,0,0
8/28/2001,57.34,42.66,4.88,0,0,0
9/4/2001,57.34,42.66,4.88,0,0,0
9/11/2001,3.32,96.68,25.95,0,0,0
9/18/2001,3.32,96.68,25.95,0,0,0
9/25/2001,3.32,96.68,25.95,0,0,0
10/2/2001,3.32,96.68,25.95,0,0,0
10/9/2001,3.32,96.68,25.95,0,0,0
10/16/2001,1.3,98.7,25.95,0,0,0
10/23/2001,1.3,98.7,25.95,0,0,0
10/30/2001,1.32,98.68,25.95,0,0,0
11/6/2001,1.32,98.68,25.95,0,0,0
11/13/2001,1.32,98.68,25.95,0,0,0
11/20/2001,1.32,98.68,25.95,0,0,0
