Date,None,D0,D1,D2,D3,D4
1/4/2000,72.65,27.35,0,0,0,0
1/11/2000,0,100,0,0,0,0
1/18/2000,12.91,87.09,0,0,0,0
1/25/2000,100,0,0,0,0,0
2/1/2000,100,0,0,0,0,0
2/8/2000,100,0,0,0,0,0
2/15/2000,100,0,0,0,0,0
2/22/2000,100,0,0,0,0,0
2/29/2000,100,0,0,0,0,0
3/7/2000,100,0,0,0,0,0
3/14/2000,100,0,0,0,0,0
3/21/2000,100,0,0,0,0,0
3/28/2000,100,0,0,0,0,0
4/4/2000,100,0,0,0,0,0
4/11/2000,100,0,0,0,0,0
4/18/2000,100,0,0,0,0,0
4/25/2000,100,0,0,0,0,0
5/2/2000,100,0,0,0,0,0
5/9/2000,100,0,0,0,0,0
5/16/2000,100,0,0,0,0,0
5/23/2000,100,0,0,0,0,0
5/30/2000,100,0,0,0,0,0
6/6/2000,100,0,0,0,0,0
6/13/2000,100,0,0,0,0,0
6/20/2000,100,0,0,0,0,0
6/27/2000,100,0,0,0,0,0
7/4/2000,100,0,0,0,0,0
7/11/2000,100,0,0,0,0,0
7/18/2000,100,0,0,0,0,0
7/25/2000,100,0,0,0,0,0
8/1/2000,100,0,0,0,0,0
8/8/2000,95.9,4.1,0,0,0,0
8/15/2000,95.9,4.1,0,0,0,0
8/22/2000,95.9,4.1,0,0,0,0
8/29/2000,95.19,4.81,0,0,0,0
9/5/2000,100,0,0,0,0,0
9/12/2000,100,0,0,0,0,0
9/19/2000,100,0,0,0,0,0
9/26/2000,100,0,0,0,0,0
10/3/2000,100,0,0,0,0,0
10/10/2000,100,0,0,0,0,0
10/17/2000,100,0,0,0,0,0
10/24/2000,100,0,0,0,0,0
10/31/2000,100,0,0,0,0,0
11/7/2000,100,0,0,0,0,0
11/14/2000,100,0,0,0,0,0
11/21/2000,100,0,0,0,0,0
11/28/2000,100,0,0,0,0,0
12/5/2000,100,0,0,0,0,0
12/12/2000,100,0,0,0,0,0
12/19/2000,100,0,0,0,0,0
12/26/2000,100,0,0,0,0,0
1/2/2001,100,0,0,0,0,0
1/9/2001,12.6,87.4,0,0,0,0
1/16/2001,73.23,26.77,0,0,0,0
1/23/2001,0,100,0,0,0,0
1/30/2001,0,100,0,0,0,0
2/6/2001,0,100,0,0,0,0
2/13/2001,0,100,0,0,0,0
2/20/2001,0,100,0,0,0,0
2/27/2001,0,100,0,0,0,0
3/6/2001,0,100,0,0,0,0
3/13/2001,0,100,0,0,0,0
3/20/2001,0,100,0,0,0,0
3/27/2001,0,100,0,0,0,0
4/3/2001,0,100,96.66,0,0,0
4/10/2001,0,100,96.67,0,0,0
4/17/2001,0,100,100,0,0,0
4/24/2001,0,100,100,0,0,0
5/1/2001,0,100,100,0,0,0
5/8/2001,0,100,100,0,0,0
5/15/2001,0,100,100,0,0,0
5/22/2001,0,100,100,0,0,0
5/29/2001,0,100,100,25.96,0,0
6/5/2001,0,100,100,68.57,0,0
6/12/2001,0,100,100,68.33,0,0
6/19/2001,0,100,100,99.94,0,0
6/26/2001,0,100,100,100,0,0
7/3/2001,0,100,100,100,25.68,0
7/10/2001,0,100,100,100,89.47,0
7/17/2001,0,100,100,100,89.47,0
7/24/2001,0,100,100,100,89.47,0
7/31/2001,0,100,100,100,89.47,0
8/7/2001,0,100,100,100,89.47,0
8/14/2001,0,100,100,100,98.15,0
8/21/2001,0,100,100,100,100,0
8/28/2001,0,100,100,100,100,0
9/4/2001,0,100,100,100,100,0
9/11/2001,0,100,100,100,100,0
9/18/2001,0,100,100,100,100,0
9/25/2001,0,100,100,100,100,0
10/2/2001,0,100,100,100,100,0
10/9/2001,0,100,100,100,100,0
10/16/2001,0,100,100,100,100,0
10/23/2001,0,100,100,100,100,0
10/30/2001,0,100,100,100,100,0
11/6/2001,0,100,100,100,100,0
11/13/2001,0,100,100,100,100,0
11/20/2001,0,100,100,100,100,0
11/27/2001,0,100,100,100,100,0
12/4/2001,0,100,100,100,97.11,0
12/11/2001,0,100,100,100,96.44,0
12/18/2001,0,100,100,100,59.41,0
12/25/2001,0,100,100,92.01,0,0
1/1/2002,0,100,98.96,60.95,0,0
1/8/2002,93.03,6.97,0,0,0,0
1/15/2002,91.59,8.41,0,0,0,0
1/22/2002,99.4,0.6,0,0,0,0
1/29/2002,94.37,5.63,0,0,0,0
2/5/2002,99.95,0.05,0,0,0,0
2/12/2002,95.94,4.06,0,0,0,0
2/19/2002,97.86,2.14,0,0,0,0
2/26/2002,99.86,0.14,0,0,0,0
3/5/2002,93.53,6.47,0,0,0,0
3/12/2002,89.92,10.08,0,0,0,0
3/19/2002,99.53,0.47,0,0,0,0
3/26/2002,98.55,1.45,0,0,0,0
